filename,width,height,class_name,xmin,ymin,xmax,ymax
172.jpg,518,388,Transformer,212.9495796,157.047619,286.8296444,267.4848485
173.jpg,518,388,Transformer,263.197731,272.9437229,328.806954,371.2034632
174.jpg,518,388,Transformer,282.9270665,86.08225108,381.6983641,229.6926407
175.jpg,518,388,Transformer,211.6902603,141.9307359,287.2494175,208.6969697
176.jpg,518,388,Transformer,212.4051864,238.9307359,293.546014,360.2857143
177.jpg,518,388,Transformer,228.7763371,47.03030303,339.3012814,214.5757576
178.jpg,518,388,Transformer,196.5784289,176.7835498,257.7406807,285.5411255
18.jpg,518,388,Transformer,199.5168406,89.86147186,283.4714597,209.1168831
180.jpg,518,388,Transformer,202.8750253,184.7619048,284.730779,319.5541126
181.jpg,518,388,Transformer,217.1473106,110.8571429,303.2007952,239.7705628
182.jpg,518,388,Transformer,225.5427725,182.2424242,267.9398551,223.8138528
183.jpg,518,388,Transformer,225.9625456,231.7922078,291.4471485,330.8917749
184.jpg,518,388,Transformer,213.6645057,108.7575758,306.978753,253.6277056
189.jpg,518,388,Transformer,207.4925294,152.4285714,263.7421242,210.3766234
19.jpg,518,388,Transformer,207.0727563,0.83982684,302.361249,31.49350649
191.jpg,518,388,Transformer,213.2447326,230.1125541,278.7293355,323.7532468
192.jpg,518,388,Transformer,207.0727563,83.56277056,310.7567109,232.6320346
193.jpg,518,388,Transformer,215.4682182,59.20779221,342.6594662,236.8311688
194.jpg,518,388,Transformer,267.100309,144.030303,320.8312652,244.3896104
195.jpg,518,388,Transformer,269.9141005,164.6060606,340.1408276,283.4415584
196.jpg,518,388,Transformer,268.3596282,1.67965368,336.3628697,57.10822511
197.jpg,518,388,Transformer,272.5573592,117.5757576,328.3871809,210.7965368
198.jpg,518,388,Transformer,207.4925294,195.2597403,280.9528211,298.5584416
199.jpg,518,388,Transformer,204.1343446,39.47186147,319.1521728,196.5194805
200.jpg,518,388,Transformer,186.5038746,163.7662338,264.1618973,271.6839827
202.jpg,518,388,Transformer,164.6756736,1.67965368,240.6546039,56.26839827
203.jpg,518,388,Transformer,181.0468244,146.969697,275.0759978,241.4502165
204.jpg,518,388,Transformer,208.7518487,204.0779221,280.533048,316.6147186
205.jpg,518,388,Transformer,179.7875051,78.94372294,279.6935018,240.1904762
206.jpg,518,388,Transformer,170.9722701,125.5541126,247.3709735,242.2900433
207.jpg,518,388,Transformer,135.71133,0.41991342,230.9998227,65.08658009
208.jpg,518,388,Transformer,144.526565,188.5411255,254.087343,300.6580087
209.jpg,518,388,Transformer,187.3434208,184.3419913,289.7680561,318.2943723
210.jpg,518,388,Transformer,145.3661112,115.0562771,238.9755115,249.4285714
211.jpg,518,388,Transformer,136.1311031,90.7012987,285.1505521,304.017316
213.jpg,518,388,Transformer,209.8865478,102.038961,322.9301307,259.5064935
214.jpg,518,388,Transformer,172.6513624,32.75324675,326.2883154,249.4285714
215.jpg,518,388,Transformer,171.3920432,105.3982684,325.0289962,318.7142857
216.jpg,518,388,Transformer,203.2947984,209.95671,333.4244581,385.4805195
218.jpg,518,388,Transformer,181.7617504,224.6536797,336.7826428,388
219.jpg,518,388,Transformer,194.4795634,58.78787879,349.3758357,289.7402597
220.jpg,518,388,Transformer,204.1343446,157.047619,325.8685423,278.4025974
221.jpg,518,388,Transformer,191.9609248,58.78787879,306.1392068,212.8961039
222.jpg,518,388,Transformer,205.813437,131.8528139,302.361249,229.6926407
225.jpg,518,388,Transformer,192.3806979,118.8354978,234.3580075,181.8225108
226.jpg,518,388,Transformer,161.737262,70.96536797,240.2348308,182.2424242
227.jpg,518,388,Transformer,234.7777806,0,309.9171647,35.69264069
228.jpg,518,388,Transformer,215.8879913,78.94372294,342.2396931,251.1082251
23.jpg,518,388,Transformer,244.0127887,1.67965368,366.1667595,54.58874459
230.jpg,518,388,Transformer,162.5768081,76.42424242,319.991719,289.7402597
231.jpg,518,388,Transformer,318.3126266,183.5021645,408.9836153,274.6233766
232.jpg,518,388,Transformer,230.5800496,141.5108225,314.1148957,252.3679654
233.jpg,518,388,Transformer,183.5654629,117.1558442,300.2623835,292.6796537
234.jpg,518,388,Transformer,185.6643284,65.08658009,359.0306169,312.8354978
236.jpg,518,388,Transformer,215.0484451,211.6363636,288.9285099,283.021645
237.jpg,518,388,Transformer,225.1229994,149.4891775,306.1392068,246.4891775
238.jpg,518,388,Transformer,228.0614111,123.8744589,323.7696769,220.034632
239.jpg,518,388,Transformer,231.4195958,196.9393939,309.9171647,309.4761905
240.jpg,518,388,Transformer,189.0225132,68.86580087,330.0662733,269.5844156
241.jpg,518,388,Transformer,268.3596282,230.5324675,395.1311031,388
242.jpg,518,388,Transformer,280.1132749,82.72294372,408.9836153,276.3030303
243.jpg,518,388,Transformer,287.2494175,166.7056277,344.3385585,222.974026
244.jpg,518,388,Transformer,270.8782668,154.5281385,351.0549281,235.5714286
245.jpg,518,388,Transformer,173.0711355,38.63203463,337.622189,288.0606061
247.jpg,518,388,Transformer,242.7534694,168.8051948,299.0030642,259.0865801
248.jpg,518,388,Transformer,285.1505521,72.64502165,388.4147336,176.7835498
249.jpg,518,388,Transformer,214.628672,163.3463203,308.6578454,293.5194805
250.jpg,518,388,Transformer,304.8798876,167.1255411,394.2915569,293.0995671
251.jpg,518,388,Transformer,214.628672,336.7705628,305.2996607,388
252.jpg,518,388,Transformer,225.9625456,145.2900433,314.1148957,277.5627706
253.jpg,518,388,Transformer,262.4828049,141.5108225,306.1392068,239.7705628
254.jpg,518,388,Transformer,270.8782668,323.3333333,339.7210545,388
255.jpg,518,388,Transformer,210.8507141,54.16883117,293.9657871,135.2121212
256.jpg,518,388,Transformer,275.915544,182.2424242,321.6708114,258.6666667
258.jpg,518,388,Transformer,208.7518487,194.4199134,287.2494175,289.7402597
259.jpg,518,388,Transformer,280.9528211,0,329.102107,37.79220779
260.jpg,518,388,Transformer,147.0452036,132.2727273,293.9657871,311.5757576
261.jpg,518,388,Transformer,245.272108,184.3419913,351.8944743,332.5714286
262.jpg,518,388,Transformer,215.8879913,156.6277056,276.7550902,246.0692641
263.jpg,518,388,Transformer,324.18945,17.21645022,425.7745391,162.0865801
264.jpg,518,388,Transformer,189.8620594,91.54112554,297.3239718,230.5324675
265.jpg,518,388,Transformer,245.272108,91.54112554,341.81992,190.2207792
266.jpg,518,388,Transformer,224.2834532,225.0735931,315.793988,350.2077922
267.jpg,518,388,Transformer,226.6774716,94.06060606,327.9674078,259.9264069
269.jpg,518,388,Transformer,220.0857222,228.4329004,308.2380723,355.2467532
270.jpg,518,388,Transformer,234.3580075,135.2121212,343.0792393,307.3766234
271.jpg,518,388,Transformer,186.5038746,62.56709957,341.4001469,288.9004329
272.jpg,518,388,Transformer,180.6270513,96.58008658,325.8685423,237.2510823
273.jpg,518,388,Transformer,168.8734046,120.9350649,295.2251064,294.7792208
274.jpg,518,388,Transformer,227.641638,167.1255411,318.7323997,283.8614719
275.jpg,518,388,Transformer,189.7374392,0,285.5703252,103.7186147
276.jpg,518,388,Transformer,215.0484451,140.2510823,306.978753,267.0649351
277.jpg,518,388,Transformer,110.9447174,100.3593074,270.4584937,318.7142857
278.jpg,518,388,Transformer,194.4795634,317.034632,355.6724321,388
280.jpg,518,388,Transformer,222.1845877,109.1774892,385.0565488,335.9307359
281.jpg,518,388,Transformer,210.0111679,151.5887446,323.3499038,265.8051948
282.jpg,518,388,Transformer,171.6871961,115.0562771,229.7405034,201.978355
283.jpg,518,388,Transformer,170.9722701,183.9220779,238.1359654,293.0995671
284.jpg,518,388,Transformer,175.465154,189.8008658,288.5087368,332.1515152
285.jpg,518,388,Transformer,151.6627077,87.76190476,288.5087368,258.6666667
286.jpg,518,388,Transformer,183.1456898,79.36363636,316.2137611,291.4199134
287.jpg,518,388,Transformer,210.8507141,193.1601732,341.81992,352.7272727
288.jpg,518,388,Transformer,224.5786062,115.8961039,364.067894,299.3982684
289.jpg,518,388,Transformer,162.9965812,0,383.3774564,232.2121212
291.jpg,518,388,Transformer,177.9837925,78.52380952,301.1019297,237.6709957
292.jpg,518,388,Transformer,270.4584937,207.8571429,390.093826,324.1731602
293.jpg,518,388,Transformer,219.2461761,245.6493506,322.9301307,383.3809524
294.jpg,518,388,Transformer,199.9366137,73.06493506,375.4017676,315.7748918
295.jpg,518,388,Transformer,213.3693527,193.1601732,305.7194338,319.5541126
296.jpg,518,388,Transformer,299.0030642,105.8181818,433.7502279,301.0779221
297.jpg,518,388,Transformer,168.3290113,98.25974026,371.6238098,388
298.jpg,518,388,Transformer,220.0857222,0.41991342,285.9900983,58.36796537
299.jpg,518,388,Transformer,219.6659491,69.70562771,381.6983641,232.2121212
300.jpg,518,388,Transformer,207.0727563,188.5411255,307.3985261,325.4329004
302.jpg,518,388,Transformer,184.8247822,188.961039,351.8944743,388
303.jpg,518,388,Transformer,265.0014435,162.5064935,397.6497417,376.2424242
304.jpg,518,388,Transformer,182.3061436,49.96969697,349.7956088,278.8225108
305.jpg,518,388,Transformer,190.2818325,54.58874459,346.0176509,280.5021645
306.jpg,518,388,Transformer,169.7129508,76.004329,318.3126266,287.6406926
307.jpg,518,388,Transformer,223.0241339,60.04761905,380.8588179,273.3636364
308.jpg,518,388,Transformer,217.1473106,91.96103896,307.8182992,217.5151515
309.jpg,518,388,Transformer,297.1993517,3.359307359,429.1327239,201.978355
310.jpg,518,388,Transformer,201.615706,169.6450216,290.1878292,293.9393939
311.jpg,518,388,Transformer,277.1748632,37.79220779,465.6529832,292.6796537
313.jpg,518,388,Transformer,274.6562247,5.878787879,453.8993365,256.1471861
314.jpg,518,388,Transformer,277.1748632,217.5151515,351.8944743,340.5497835
315.jpg,518,388,Transformer,244.4325618,114.6363636,339.7210545,205.7575758
316.jpg,518,388,Transformer,229.3207303,207.4372294,318.3126266,322.4935065
317.jpg,518,388,Transformer,176.8490934,215.4155844,255.3466623,325.8528139
318.jpg,518,388,Transformer,150.8231615,67.18614719,306.978753,278.4025974
319.jpg,518,388,Transformer,215.8879913,163.3463203,272.5573592,247.3290043
320.jpg,518,388,Transformer,204.1343446,41.99134199,308.2380723,153.2683983
321.jpg,518,388,Transformer,214.2088989,110.017316,330.4860464,291.8398268
322.jpg,518,388,Transformer,139.7844408,106.2380952,294.3855602,317.4545455
324.jpg,518,388,Transformer,146.9205835,86.92207792,268.3596282,280.5021645
325.jpg,518,388,Transformer,204.5541177,201.1385281,295.6448795,348.5281385
326.jpg,518,388,Transformer,232.259142,299.3982684,323.7696769,388
327.jpg,518,388,Transformer,229.3207303,65.92640693,320.4114921,207.8571429
328.jpg,518,388,Transformer,209.5913949,84.82251082,359.8701631,219.1948052
329.jpg,518,388,Transformer,215.0484451,313.6753247,323.7696769,388
330.jpg,518,388,Transformer,211.6902603,64.66666667,339.7210545,230.5324675
331.jpg,518,388,Transformer,219.6659491,159.5670996,313.2753495,253.2077922
332.jpg,518,388,Transformer,205.813437,214.1558442,306.5589799,345.1688312
333.jpg,518,388,Transformer,225.9625456,169.6450216,307.8182992,281.3419913
387.jpg,518,388,Transformer,215.4682182,234.7316017,248.6302927,346.4285714
392.jpg,518,388,Transformer,185.2445553,0.83982684,259.9641663,41.99134199
40.jpg,518,388,Transformer,289.643436,0.41991342,360.2899362,71.38528139
59.jpg,518,388,Transformer,241.4941501,89.44155844,299.4228373,132.2727273
66.jpg,518,388,Transformer,247.7907466,113.3766234,298.163518,190.6406926
81.jpg,518,388,Transformer,231.4195958,2.519480519,331.3255926,54.58874459
93.jpg,518,388,Transformer,180.6270513,0,236.0370999,51.64935065
