"image","xmin","ymin","xmax","ymax","label"
"3%20(147).JPG",2547.818181818182,12.623376623376624,2985.4285714285716,2680.3636363636365,"Pole"
"3%20(144).JPG",2312.181818181818,4.207792207792208,2825.5324675324673,3871.1688311688313,"Pole"
"3%20(15).JPG",1699.948051948052,1321.2467532467533,3061.1688311688313,3315.7402597402597,"Transformer"
"3%20(15).JPG",3921.6623376623384,193.55844155844156,4698,3248.415584415585,"Pole"
"3%20(15).JPG",3208.4415584415583,3071.688311688312,4655.922077922078,3888,"Transformer"
"3%20(149).JPG",2404.753246753247,841.5584415584416,2880.2337662337663,3866.9610389610393,"Pole"
"3%20(149).JPG",2228.025974025974,1300.2077922077922,2913.896103896104,2453.142857142857,"Transformer"
"3%20(150).JPG",2295.3506493506493,4.207792207792208,2951.7662337662337,3866.9610389610393,"Pole"
"3%20(151).JPG",2324.805194805195,997.2467532467533,2737.1688311688313,3888,"Pole"
"3%20(151).JPG",2791.87012987013,1632.6233766233765,3511.402597402597,2937.038961038961,"Transformer"
"3%20(152).JPG",2345.844155844156,4.207792207792208,2865.506493506494,3639.7402597402606,"Pole"
"3%20(152).JPG",2918.103896103896,0,3629.220779220779,361.87012987012986,"Transformer"
"3%20(153).JPG",2564.6493506493507,2074.4415584415583,3107.4545454545455,3038.025974025974,"Transformer"
"3%20(153).JPG",2430,1102.4415584415585,2871.818181818182,3753.3506493506493,"Pole"
"3%20(156).JPG",1954.5194805194806,92.57142857142857,2358.4675324675327,525.974025974026,"Pole"
"3%20(156).JPG",1146.6233766233765,109.40259740259741,1954.5194805194806,997.2467532467532,"Transformer"
"3%20(155).JPG",2417.3766233766232,0,2968.5974025974024,2411.064935064935,"Pole"
"3%20(155).JPG",1769.3766233766235,0,2379.506493506494,774.2337662337662,"Transformer"
"3%20(154).JPG",2055.5064935064934,1704.155844155844,2716.12987012987,2903.3766233766232,"Transformer"
"3%20(154).JPG",2754,997.2467532467533,3216.857142857143,3871.1688311688313,"Pole"
"3%20(158).JPG",2080.753246753247,904.6753246753246,2808.701298701299,3888,"Pole"
"3%20(16).JPG",124.12987012987013,0,1556.8831168831168,1258.1298701298701,"Transformer"
"3%20(16).JPG",1731.5064935064936,967.7922077922078,3174.779220779221,3130.597402597403,"Transformer"
"3%20(16).JPG",3902.727272727273,0,5184,1434.857142857143,"Transformer"
"3%20(16).JPG",2396.3376623376626,0,3107.454545454546,3888,"Pole"
"3%20(162).JPG",1268.6493506493507,917.2987012987013,4500.233766233767,1506.3896103896104,"Pole"
"3%20(160).JPG",2312.181818181818,664.8311688311688,2842.363636363636,3888,"Pole"
"3%20(161).JPG",2383.714285714286,4.207792207792208,2737.1688311688313,3092.727272727273,"Pole"
"3%20(159).JPG",2047.0909090909092,4.207792207792208,2800.2857142857147,3888.0000000000005,"Pole"
"3%20(165).JPG",2291.1428571428573,1552.6753246753246,2913.8961038961043,3888,"Pole"
"3%20(163).JPG",2451.038961038961,1666.2857142857142,2897.064935064935,3888,"Pole"
"3%20(166).JPG",2188.051948051948,0,2913.896103896104,3888,"Pole"
"3%20(164).JPG",2394.2337662337663,0,2949.662337662338,3875.3766233766232,"Pole"
"3%20(167).JPG",462.85714285714295,1375.948051948052,4367.688311688312,2175.4285714285716,"Pole"
"3%20(169).JPG",2345.844155844156,29.454545454545453,2838.155844155844,3888,"Pole"
"3%20(17).JPG",1891.4025974025974,1030.909090909091,3385.1688311688313,3080.103896103896,"Transformer"
"3%20(17).JPG",292.44155844155847,12.623376623376624,1045.6363636363637,2756.103896103896,"Pole"
"3%20(17).JPG",0,2587.792207792208,1289.6883116883116,3875.3766233766237,"Transformer"
"3%20(168).JPG",2556.2337662337663,8.415584415584416,2989.636363636364,3888,"Pole"
"3%20(170).JPG",2396.3376623376626,1321.2467532467533,2955.974025974026,3845.9220779220777,"Pole"
"3%20(171).JPG",2244.8571428571436,1064.5714285714287,2785.5584415584417,3866.961038961039,"Pole"
"3%20(172).JPG",2122.8311688311687,0,2745.5844155844156,3845.922077922078,"Pole"
"3%20(175).JPG",2185.948051948052,0,2901.2727272727275,3816.4675324675327,"Pole"
"3%20(174).JPG",2375.2987012987014,854.1818181818184,3008.5714285714284,3888.0000000000005,"Pole"
"3%20(173).JPG",2303.7662337662337,1615.7922077922078,2955.9740259740256,2230.12987012987,"Pole"
"3%20(176).JPG",2223.818181818182,812.1038961038961,2833.948051948052,3854.3376623376626,"Pole"
"3%20(18).JPG",2135.4545454545455,1098.2337662337663,3279.974025974026,2916,"Transformer"
"3%20(18).JPG",3814.3636363636365,2600.4155844155844,5122.987012987013,3888,"Transformer"
"3%20(18).JPG",3713.3766233766232,143.06493506493507,4904.181818181818,1662.077922077922,"Transformer"
"3%20(18).JPG",3965.844155844156,0,4702.207792207792,2495.220779220779,"Pole"
"3%20(18).JPG",1609.4805194805194,3206.3376623376626,2278.5194805194806,3740.727272727273,"Pole"
"3%20(177).JPG",2190.155844155844,1443.2727272727273,3317.8441558441555,2230.12987012987,"Pole"
"3%20(178).JPG",2274.311688311688,698.4935064935065,2941.246753246753,3845.922077922078,"Pole"
"3%20(179).JPG",2156.4935064935066,816.3116883116883,2796.0779220779223,3845.9220779220777,"Pole"
"3%20(180).JPG",3002.2597402597403,1594.7532467532467,3494.5714285714284,2945.4545454545455,"Pole"
"3%20(180).JPG",2074.4415584415583,1346.4935064935066,3040.12987012987,2293.2467532467535,"Transformer"
"3%20(183).JPG",2514.155844155844,803.6883116883117,3406.2077922077924,2196.4675324675327,"Transformer"
"3%20(183).JPG",2661.4285714285716,0,3570.3116883116886,3871.1688311688313,"Pole"
"3%20(182).JPG",2333.220779220779,471.27272727272725,3122.181818181818,3875.3766233766237,"Pole"
"3%20(182).JPG",2219.6103896103896,2103.896103896104,3166.3636363636365,3517.7142857142853,"Transformer"
"3%20(185).JPG",2636.181818181818,862.5974025974026,3265.246753246753,3866.961038961039,"Pole"
"3%20(185).JPG",1458,2095.4805194805194,2653.0129870129867,3757.5584415584417,"Transformer"
"3%20(184).JPG",2307.974025974026,12.623376623376624,3136.909090909091,2692.9870129870133,"Pole"
"3%20(181).JPG",1962.935064935065,1598.961038961039,2796.0779220779223,2453.1428571428573,"Transformer"
"3%20(181).JPG",2859.194805194805,1796.7272727272727,3282.0779220779223,2188.051948051948,"Pole"
"3%20(19).JPG",1895.6103896103896,656.4155844155845,3402,2815.012987012987,"Transformer"
"3%20(19).JPG",2038.6753246753246,0,2888.6493506493507,3883.792207792208,"Pole"
"3%20(186).JPG",2307.974025974026,8.415584415584416,3061.1688311688313,3888,"Pole"
"3%20(186).JPG",1150.831168831169,277.7142857142857,2270.103896103896,1868.2597402597403,"Transformer"
"3%20(187).JPG",2371.090909090909,16.83116883116883,3214.7532467532465,3866.961038961039,"Pole"
"3%20(188).JPG",2013.4285714285716,1687.3246753246754,2913.8961038961043,2953.87012987013,"Transformer"
"3%20(188).JPG",2042.8831168831168,1447.4805194805194,2716.12987012987,3875.3766233766232,"Pole"
"3%20(189).JPG",1925.064935064935,4.207792207792208,2960.181818181818,3862.753246753247,"Pole"
"3%20(192).JPG",1651.5584415584415,664.8311688311688,2846.5714285714284,2356.3636363636365,"Transformer"
"3%20(192).JPG",999.3506493506494,4.207792207792208,1845.1168831168832,3871.1688311688313,"Pole"
"3%20(190).JPG",2387.922077922078,934.1298701298701,2880.2337662337663,3850.12987012987,"Pole"
"3%20(190).JPG",2972.805194805195,1716.7792207792209,3856.4415584415583,2987.5324675324673,"Transformer"
"3%20(194).JPG",2375.2987012987014,757.4025974025974,3019.090909090909,3888,"Pole"
"3%20(193).JPG",2606.727272727273,791.0649350649351,3334.675324675325,1401.1948051948052,"Pole"
"3%20(191).JPG",2430,4.207792207792208,3048.5454545454545,3871.1688311688313,"Pole"
"3%20(191).JPG",3069.5844155844156,0,4045.7922077922076,938.3376623376623,"Transformer"
"3%20(195).JPG",2350.051948051948,921.5064935064935,2918.1038961038957,3854.337662337662,"Pole"
"3%20(199).JPG",2206.987012987013,4.207792207792208,3044.337662337662,3845.922077922078,"Pole"
"3%20(198).JPG",2261.688311688312,1464.3116883116884,2791.87012987013,3854.3376623376626,"Pole"
"3%20(196).JPG",2354.2597402597403,0,2993.844155844156,3816.4675324675327,"Pole"
"3%20(197).JPG",1049.844155844156,921.5064935064935,4639.090909090909,1805.142857142857,"Pole"
"3%20(201).JPG",2185.948051948052,0,3153.7402597402597,3879.5844155844156,"Pole"
"3%20(20).JPG",1588.4415584415585,2937.038961038961,2265.8961038961043,3888,"Transformer"
"3%20(20).JPG",2463.662337662338,2289.038961038961,3187.4025974025976,3193.714285714286,"Transformer"
"3%20(20).JPG",2648.805194805195,1695.7402597402597,3027.5064935064934,3736.5194805194806,"Pole"
"3%20(2).JPG",2270.103896103896,4.207792207792208,2812.909090909091,3824.883116883117,"Pole"
"3%20(202).JPG",2564.6493506493507,1258.1298701298701,2960.181818181818,1607.3766233766235,"Pole"
"3%20(200).JPG",2371.090909090909,1283.3766233766235,3061.1688311688313,3879.584415584416,"Pole"
"3%20(206).JPG",2610.935064935065,1611.5844155844156,2985.4285714285716,2066.025974025974,"Pole"
"3%20(205).JPG",2661.4285714285716,1594.7532467532467,3027.506493506494,1986.077922077922,"Pole"
"3%20(207).JPG",2354.2597402597403,681.6623376623377,2863.4025974025976,3883.7922077922076,"Pole"
"3%20(203).JPG",2185.948051948052,1464.3116883116884,2863.4025974025976,3854.3376623376626,"Pole"
"3%20(204).JPG",2446.8311688311687,0,3174.779220779221,3854.3376623376626,"Pole"
"3%20(21).JPG",2640.3896103896104,1683.1168831168832,3010.6753246753246,2066.025974025974,"Pole"
"3%20(210).JPG",2236.4415584415583,1043.5324675324675,2594.1038961038957,3879.584415584415,"Pole"
"3%20(209).JPG",2661.4285714285716,1830.3896103896104,2930.727272727273,2103.896103896104,"Pole"
"3%20(211).JPG",2215.4025974025976,8.415584415584416,2556.2337662337663,2570.961038961039,"Pole"
"3%20(208).JPG",2400.5454545454545,925.7142857142858,2897.064935064935,3879.5844155844156,"Pole"
"3%20(212).JPG",2648.805194805195,866.8051948051948,2926.5194805194806,3862.753246753247,"Pole"
"3%20(213).JPG",2989.6363636363635,1249.7142857142858,3309.4285714285716,1577.922077922078,"Pole"
"3%20(213).JPG",2716.12987012987,1590.5454545454545,3486.155844155844,2415.272727272727,"Transformer"
"3%20(214).JPG",2425.792207792208,1695.7402597402597,2985.4285714285716,2592,"Transformer"
"3%20(214).JPG",2573.064935064935,538.5974025974026,2888.6493506493507,3879.584415584416,"Pole"
"3%20(215).JPG",2236.4415584415583,934.1298701298701,2737.1688311688313,3854.3376623376626,"Pole"
"3%20(215).JPG",2589.896103896104,1430.6493506493507,3052.7532467532465,2385.818181818182,"Transformer"
"3%20(216).JPG",2148.0779220779223,0,2825.5324675324678,3862.753246753247,"Pole"
"3%20(216).JPG",2863.4025974025976,0,3267.3506493506497,357.6623376623377,"Transformer"
"3%20(219).JPG",2434.2077922077924,972,3044.3376623376626,3871.1688311688313,"Pole"
"3%20(22).JPG",2430,1144.5194805194806,2737.1688311688313,3875.3766233766237,"Pole"
"3%20(217).JPG",2272.2077922077924,959.3766233766233,3273.662337662338,2566.753246753247,"Transformer"
"3%20(217).JPG",1563.1948051948052,0,2324.805194805195,3862.753246753247,"Pole"
"3%20(220).JPG",2190.155844155844,807.8961038961039,2960.181818181818,3854.337662337662,"Pole"
"3%20(218).JPG",2009.2207792207791,265.0909090909091,2665.6363636363635,770.025974025974,"Pole"
"3%20(222).JPG",2530.987012987013,1523.2207792207791,2892.8571428571427,3871.1688311688313,"Pole"
"3%20(223).JPG",2598.311688311688,1468.5194805194806,2930.7272727272725,1784.1038961038962,"Pole"
"3%20(225).JPG",2152.285714285714,0,2665.6363636363635,3585.038961038961,"Pole"
"3%20(224).JPG",2215.4025974025976,799.4805194805197,2655.1168831168834,3871.1688311688313,"Pole"
"3%20(221).JPG",2223.818181818182,942.5454545454545,2703.506493506494,3879.5844155844156,"Pole"
"3%20(23).JPG",2383.714285714286,1460.1038961038962,2674.051948051948,3875.3766233766237,"Pole"
"3%20(229).JPG",2472.0779220779223,845.7662337662338,2977.012987012987,3871.1688311688313,"Pole"
"3%20(227).JPG",2442.6233766233768,0,3094.8311688311687,3311.5324675324678,"Pole"
"3%20(228).JPG",2190.155844155844,1519.012987012987,2787.6623376623374,1994.4935064935064,"Pole"
"3%20(226).JPG",2604.6233766233768,1497.974025974026,3042.2337662337663,3875.3766233766237,"Pole"
"3%20(232).JPG",2543.6103896103896,1653.6623376623377,2930.7272727272725,2057.6103896103896,"Pole"
"3%20(234).JPG",2379.5064935064934,4.207792207792208,2804.493506493506,3126.3896103896104,"Pole"
"3%20(233).JPG",2535.194805194805,1072.987012987013,2880.2337662337663,3879.584415584416,"Pole"
"3%20(231).JPG",2408.961038961039,0,2901.272727272727,3879.5844155844156,"Pole"
"3%20(230).JPG",2455.246753246753,1161.3506493506493,2865.5064935064934,3879.5844155844156,"Pole"
"3%20(235).JPG",2316.3896103896104,980.4155844155845,2867.6103896103896,3862.753246753247,"Pole"
"3%20(236).JPG",2021.844155844156,395.53246753246754,3099.038961038961,1523.2207792207791,"Transformer"
"3%20(236).JPG",2404.753246753247,1401.1948051948052,2918.103896103896,1796.7272727272727,"Pole"
"3%20(239).JPG",2383.714285714286,0,2779.2467532467535,3875.3766233766232,"Pole"
"3%20(237).JPG",2341.6363636363635,1127.6883116883116,2808.7012987012986,3866.961038961039,"Pole"
"3%20(237).JPG",2038.6753246753246,2036.5714285714287,2951.7662337662337,3526.12987012987,"Transformer"
"3%20(238).JPG",2350.051948051948,0,2779.246753246753,3841.714285714286,"Pole"
"3%20(238).JPG",2059.714285714286,0,2960.181818181818,584.8831168831169,"Transformer"
"3%20(24).JPG",2408.961038961039,2011.3246753246754,2863.402597402597,2461.5584415584417,"Pole"
"3%20(24).JPG",2143.87012987013,420.7792207792208,3166.3636363636365,1485.3506493506495,"Transformer"
"3%20(24).JPG",3330.4675324675327,1788.3116883116884,4374,2840.2597402597403,"Transformer"
"3%20(24).JPG",818.4155844155845,1569.5064935064936,1887.1948051948052,2608.8311688311687,"Transformer"
"3%20(243).JPG",2228.025974025974,1544.2597402597403,2568.8571428571427,1893.5064935064936,"Pole"
"3%20(241).JPG",2484.7012987012986,4.207792207792208,2926.5194805194806,3862.753246753247,"Pole"
"3%20(241).JPG",2286.935064935065,685.8701298701299,3153.7402597402597,2074.4415584415583,"Transformer"
"3%20(240).JPG",2329.012987012987,2995.948051948052,3275.766233766234,3888,"Transformer"
"3%20(240).JPG",2547.818181818182,1216.051948051948,2955.974025974026,2991.7402597402597,"Pole"
"3%20(242).JPG",2463.662337662338,189.35064935064935,2867.61038961039,3888,"Pole"
"3%20(247).JPG",2194.3636363636365,677.4545454545455,2690.883116883117,3854.3376623376626,"Pole"
"3%20(245).JPG",2430,1371.7402597402597,2787.6623376623374,3888,"Pole"
"3%20(244).JPG",2467.87012987013,887.8441558441558,2913.896103896104,3492.4675324675327,"Pole"
"3%20(248).JPG",2021.844155844156,0,2783.4545454545455,3866.961038961039,"Pole"
"3%20(246).JPG",2324.805194805195,955.1688311688312,2758.2077922077924,1464.3116883116884,"Pole"
"3%20(252).JPG",2408.961038961039,1237.090909090909,2922.311688311688,1687.3246753246754,"Pole"
"3%20(25).JPG",2476.285714285714,1935.5844155844156,2947.5584415584417,3888,"Pole"
"3%20(25).JPG",2101.792207792208,3126.3896103896104,3326.2597402597403,3888,"Transformer"
"3%20(249).JPG",2307.974025974026,828.9350649350649,2833.948051948052,3888,"Pole"
"3%20(251).JPG",2341.6363636363635,0,3128.493506493506,3866.961038961039,"Pole"
"3%20(250).JPG",2404.753246753247,8.415584415584416,3048.545454545455,3862.753246753247,"Pole"
"3%20(254).JPG",2438.4155844155844,1388.5714285714287,2766.6233766233768,3888,"Pole"
"3%20(253).JPG",2413.1688311688313,12.623376623376624,2884.4415584415583,3888,"Pole"
"3%20(255).JPG",2636.181818181818,0,2989.6363636363635,3866.961038961039,"Pole"
"3%20(257).JPG",2307.974025974026,1018.2857142857143,2909.688311688312,3837.5064935064934,"Pole"
"3%20(256).JPG",2686.6753246753246,1418.025974025974,3178.987012987013,1931.3766233766232,"Pole"
"3%20(26).JPG",2000.8051948051948,1485.3506493506493,3229.4805194805194,3256.8311688311687,"Transformer"
"3%20(26).JPG",3511.4025974025976,441.8181818181818,4765.324675324676,2112.3116883116886,"Transformer"
"3%20(26).JPG",3784.909090909091,8.415584415584416,4445.532467532467,3833.2987012987014,"Pole"
"3%20(260).JPG",2206.987012987013,547.012987012987,2552.025974025974,875.2207792207791,"Pole"
"3%20(259).JPG",2202.779220779221,0,2901.2727272727275,3866.961038961039,"Pole"
"3%20(258).JPG",2236.4415584415583,29.454545454545453,2903.3766233766232,3858.5454545454545,"Pole"
"3%20(261).JPG",2202.779220779221,0,3271.5584415584417,3871.1688311688313,"Pole"
"3%20(264).JPG",2358.4675324675327,4.207792207792208,2897.0649350649355,3858.545454545455,"Pole"
"3%20(266).JPG",2560.4415584415583,0,2972.805194805195,3875.3766233766232,"Pole"
"3%20(266).JPG",2329.012987012987,16.83116883116883,3120.0779220779223,336.62337662337666,"Transformer"
"3%20(265).JPG",2438.4155844155844,1493.7662337662339,2863.402597402597,3875.3766233766237,"Pole"
"3%20(265).JPG",2211.194805194805,1683.1168831168832,3069.5844155844156,2768.727272727273,"Transformer"
"3%20(263).JPG",2556.2337662337663,1317.0389610389611,3029.6103896103896,3854.3376623376626,"Pole"
"3%20(262).JPG",2518.3636363636365,929.922077922078,2913.8961038961043,1388.5714285714287,"Pole"
"3%20(262).JPG",2244.857142857143,1620,3115.8701298701303,2549.9220779220777,"Transformer"
"3%20(27).JPG",1546.3636363636365,0,2072.3376623376626,3845.922077922078,"Pole"
"3%20(27).JPG",2711.922077922078,1405.4025974025974,3957.4285714285716,3227.3766233766237,"Transformer"
"3%20(27).JPG",1184.4935064935064,290.3376623376623,2455.246753246753,1939.7922077922078,"Transformer"
"3%20(27).JPG",10.51948051948052,1325.4545454545455,957.2727272727274,3223.1688311688313,"Transformer"
"3%20(269).JPG",2320.597402597403,420.7792207792208,2842.3636363636365,3845.922077922078,"Pole"
"3%20(268).JPG",2379.5064935064934,904.6753246753246,2764.5194805194806,3841.714285714286,"Pole"
"3%20(270).JPG",2206.987012987013,4.207792207792208,2913.896103896104,3854.3376623376626,"Pole"
"3%20(267).JPG",2396.3376623376626,1325.4545454545455,2749.792207792208,1695.7402597402597,"Pole"
"3%20(274).JPG",2101.792207792208,732.1558441558442,2804.4935064935066,3858.5454545454545,"Pole"
"3%20(275).JPG",2375.2987012987014,1022.4935064935065,3078,3858.5454545454545,"Pole"
"3%20(273).JPG",2417.3766233766232,1527.4285714285716,2665.6363636363635,1784.1038961038962,"Pole"
"3%20(271).JPG",2476.285714285714,967.7922077922078,2897.064935064935,3875.3766233766237,"Pole"
"3%20(272).JPG",2463.662337662338,4.207792207792208,2922.3116883116886,3879.5844155844156,"Pole"
"3%20(28).JPG",2398.4415584415583,0,2777.142857142857,2785.5584415584417,"Pole"
"3%20(277).JPG",2905.4805194805194,1670.4935064935066,3187.402597402597,1927.1688311688313,"Pole"
"3%20(279).JPG",2312.181818181818,732.1558441558442,3216.8571428571427,3664.987012987013,"Pole"
"3%20(276).JPG",2282.727272727273,4.207792207792208,3128.4935064935066,3223.1688311688313,"Pole"
"3%20(278).JPG",2514.155844155844,904.6753246753246,2754,3635.5324675324678,"Pole"
"3%20(284).JPG",3061.1688311688313,387.1168831168831,3671.2987012987014,3875.3766233766232,"Pole"
"3%20(284).JPG",1857.7402597402597,1182.3896103896104,2993.844155844156,2878.12987012987,"Transformer"
"3%20(281).JPG",2034.4675324675325,1317.0389610389611,3061.1688311688313,2293.2467532467535,"Transformer"
"3%20(281).JPG",3195.818181818182,1746.2337662337663,3599.766233766234,2158.597402597403,"Pole"
"3%20(280).JPG",2257.4805194805194,988.8311688311688,2695.090909090909,2937.038961038961,"Pole"
"3%20(282).JPG",2602.5194805194806,1279.1688311688313,2836.051948051948,3871.1688311688313,"Pole"
"3%20(282).JPG",2573.064935064935,1329.6623376623377,2977.012987012987,1935.5844155844156,"Transformer"
"3%20(283).JPG",2333.220779220779,942.5454545454545,2560.4415584415583,3597.6623376623374,"Pole"
"3%20(283).JPG",1908.2337662337663,1207.6363636363637,2314.285714285714,1779.896103896104,"Transformer"
"3%20(29).JPG",2434.2077922077924,1931.3766233766235,2800.2857142857147,2289.038961038961,"Pole"
"3%20(29).JPG",3187.4025974025976,3282.0779220779223,4037.3766233766237,3871.1688311688313,"Transformer"
"3%20(287).JPG",2596.2077922077924,0,3204.2337662337663,3850.12987012987,"Pole"
"3%20(287).JPG",2131.246753246753,1119.2727272727273,3313.6363636363635,2903.3766233766237,"Transformer"
"3%20(285).JPG",2329.012987012987,761.6103896103896,2640.3896103896104,3858.5454545454545,"Pole"
"3%20(285).JPG",1723.090909090909,1144.5194805194806,2295.3506493506493,1994.4935064935066,"Transformer"
"3%20(288).JPG",1988.1818181818182,1977.6623376623377,2467.87012987013,2453.1428571428573,"Pole"
"3%20(286).JPG",2177.5324675324678,1624.2077922077922,2724.545454545455,2461.5584415584417,"Transformer"
"3%20(286).JPG",2331.116883116883,799.4805194805198,2671.948051948052,3875.3766233766237,"Pole"
"3%20(293).JPG",2110.2077922077924,875.2207792207793,3545.0649350649355,2209.090909090909,"Transformer"
